project,session_id,source,primary_model,pricing_tier,turns,user_messages,assistant_messages,tool_uses_total,task_subagents,thinking_blocks,thinking_chars,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cache_creation_5m,cache_creation_1h,cache_hit_ratio,estimated_cost_usd,first_ts,last_ts,sidechain_records
-Users-alekdob-Desktop-Dev-Personal-Virgilio,fbab6034-3bf1-4f33-9f10-1a43168d94de,cli,claude-opus-4-8,opus,59,59,132,54,0,39,0,82640,109946,1000968,13470170,0,1000968,0.9255,16.153,2026-06-17T10:38:50.932Z,2026-06-17T11:34:12.851Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ffea024c-e292-494c-8b4f-aafe9cd2b4b2,quack,claude-opus-4-8,opus,689,689,1307,638,5,324,0,299363,1378275,4854157,462913936,0,4854157,0.989,297.7491,2026-06-23T09:59:59.038Z,2026-06-24T14:07:42.942Z,0
-Users-alekdob-Desktop-Dev-Personal-alekdob,07c798a9-4e84-4a13-bd74-232db3a51d2a,cli,claude-fable-5,opus-fallback,19,19,38,17,0,16,0,51625,12100,130932,1907852,0,130932,0.9127,2.3329,2026-06-11T11:43:27.613Z,2026-06-11T12:54:37.869Z,0
-Users-alekdob-Desktop-Dev-Personal-alekdob,0a46c506-6d59-41e0-8fa2-5edbdea9082a,cli,claude-opus-4-8,opus,32,32,57,25,0,16,0,47331,99602,219627,3980593,0,219627,0.9372,6.0897,2026-06-02T11:14:03.156Z,2026-06-02T12:07:01.886Z,0
-Users-alekdob-Desktop-Dev-Personal-alekdob,2afd6230-7bc1-4ba0-8c99-f6bbb354de70,cli,claude-fable-5,opus-fallback,263,263,430,240,0,144,0,48293,185286,487758,54157433,0,487758,0.9902,35.0008,2026-06-10T12:07:16.639Z,2026-06-10T13:57:21.852Z,0
-Users-alekdob-Desktop-Dev-Personal-alekdob,d0ac0126-66ad-4949-b072-3028523038f8,cli,claude-fable-5,opus-fallback,5,5,8,4,0,2,0,49272,1673,47777,284638,0,47777,0.7457,0.7291,2026-06-10T20:08:40.049Z,2026-06-10T20:09:26.686Z,0
-Users-alekdob-Desktop-Dev-Personal-alekdob,e4366419-212c-4cd4-bae1-71946851ec50,cli,claude-fable-5,opus-fallback,89,89,154,82,0,60,0,160292,227681,1232910,14065163,0,1232910,0.9099,21.2318,2026-06-10T14:00:12.442Z,2026-06-10T15:09:01.981Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,1ebc7185-32e9-45ec-9ff2-71790ab56f8f,quack,claude-opus-4-8,opus,122,122,245,116,2,64,0,51063,277953,560625,35942450,0,560625,0.9833,28.6793,2026-06-29T12:26:30.449Z,2026-06-29T13:08:30.907Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,212e7e98-a4df-440d-8ce7-def5962905f8,quack,claude-opus-4-8,opus,12,12,18,6,2,4,0,58751,18477,133506,835061,0,133506,0.8129,2.0076,2026-06-29T14:13:53.491Z,2026-06-29T14:23:06.124Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,2b0b3440-9aa1-44ed-9495-fe6058062f89,quack,claude-opus-4-8,opus,331,331,603,312,4,154,0,158663,640018,3121353,176483884,0,3121353,0.9818,124.5442,2026-06-28T14:47:41.469Z,2026-06-28T19:02:40.626Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,38e31e52-6be9-4660-a923-82549ecad43b,quack,claude-opus-4-8,opus,64,64,110,61,0,29,0,45907,57678,463324,11309899,0,463324,0.9569,10.2222,2026-06-29T13:57:19.211Z,2026-06-29T14:10:23.553Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,3ca3df4d-3383-471d-8064-5f973cb032ec,quack,claude-opus-4-8,opus,25,25,54,22,0,14,0,59042,35527,169232,3454132,0,169232,0.938,3.9682,2026-06-28T14:02:34.374Z,2026-06-28T14:06:40.122Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,45d8fb77-2ce6-4da2-b572-683ca6c556d3,cli,claude-opus-4-8,opus,7,7,13,6,0,5,0,30464,6106,68841,571888,0,68841,0.852,1.0212,2026-06-29T15:00:16.736Z,2026-06-29T15:01:02.520Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,4e49677b-644a-4007-810e-faf8af74e42f,quack,claude-opus-4-8,opus,95,95,185,88,0,42,0,59141,149923,285504,18317964,0,285504,0.9815,14.9872,2026-06-28T16:10:16.743Z,2026-06-28T17:11:43.696Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,53e91db3-51df-47c2-a6fa-18ab59bd35f8,quack,claude-opus-4-8,opus,130,130,262,122,0,72,0,71850,274272,895543,39214150,0,895543,0.9759,32.4203,2026-06-29T08:12:08.174Z,2026-06-29T12:07:32.497Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,5fa60705-daed-4271-ab51-bdbb8efbad64,quack,claude-opus-4-8,opus,3,3,4,1,0,2,0,28522,2562,62574,122548,0,62574,0.5736,0.659,2026-06-30T10:35:54.813Z,2026-06-30T10:36:33.445Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,6b1cf108-980b-49b4-8b33-4b0e6118ddd0,quack,claude-opus-4-8,opus,11,11,24,8,2,8,0,59555,42148,384122,1318765,0,384122,0.7483,4.4116,2026-06-28T15:39:13.383Z,2026-06-28T15:48:29.203Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,74b443ff-5fa0-4100-ab27-ed6b667d3ffa,quack,claude-opus-4-8,opus,293,293,576,275,0,168,0,66089,406520,1981614,117105414,0,1981614,0.9828,81.4312,2026-06-28T13:22:33.832Z,2026-06-28T14:44:59.479Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,7c623dd5-d5d3-4748-8319-89ff69dd70a7,cli,claude-opus-4-8,opus,6,6,8,1,0,2,0,13172,2453,66667,259138,0,66667,0.7645,0.6734,2026-06-28T16:02:29.570Z,2026-06-28T16:05:24.344Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,7cfedecb-61e4-40ca-bbb9-7884bb1248ba,cli,claude-opus-4-8,opus,9,9,15,8,0,2,0,44181,3706,74522,642444,0,74522,0.844,1.1005,2026-06-29T12:54:41.058Z,2026-06-29T12:55:34.243Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,82bb62d7-b4a1-403b-85f3-719c104d42a4,quack,claude-opus-4-8,opus,275,275,557,253,0,143,0,170250,639201,3718840,150864372,0,3718840,0.9749,115.5062,2026-06-28T14:29:17.674Z,2026-06-28T16:33:54.925Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,a58c3ac6-5d1a-4ba5-9f81-85f44ebe4bbe,quack,claude-opus-4-8,opus,7,7,15,5,0,7,0,29964,8601,180663,563609,0,180663,0.728,1.7758,2026-06-29T13:53:47.329Z,2026-06-29T14:11:05.395Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,a715fc6f-48de-45cf-89fa-11d89c28421d,quack,claude-opus-4-8,opus,70,70,153,66,0,44,0,49003,160952,606499,15700611,0,606499,0.9599,15.9097,2026-06-28T15:26:20.090Z,2026-06-28T15:43:59.653Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,b65f434d-96f2-43d4-a8e7-e30ac66fccf5,quack,claude-opus-4-8,opus,474,474,1040,437,1,319,0,177087,1474420,6779821,510698938,0,6779821,0.9866,335.4693,2026-06-28T09:47:15.235Z,2026-06-28T17:17:48.896Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,c110a878-0b48-4280-82af-ffa694056195,cli,claude-opus-4-8,opus,55,55,114,53,0,28,0,86024,154166,1009730,10598769,0,1009730,0.9063,15.8945,2026-06-29T07:05:57.867Z,2026-06-29T09:47:45.709Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,c69bfc84-09ee-4731-9b45-85970209f0ac,quack,claude-opus-4-8,opus,14,14,24,12,0,8,0,67767,22912,316552,1471274,0,316552,0.7929,3.6257,2026-06-29T12:03:05.891Z,2026-06-29T12:07:14.989Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,c84f06c6-e8e3-44b1-a7d0-259a9777789d,cli,claude-opus-4-8,opus,29,29,63,27,0,17,0,61703,44591,371408,4478889,0,371408,0.9118,5.984,2026-06-29T07:10:32.328Z,2026-06-29T08:16:29.588Z,0
-Users-alekdob-Desktop-Dev-Personal-codetta,f483e6e1-3961-4f77-862e-5d8736f8a0d6,cli,claude-opus-4-8,opus,21,21,38,20,0,10,0,59323,12777,141108,2075049,0,141108,0.9119,2.5355,2026-06-29T12:16:13.431Z,2026-06-29T12:18:17.403Z,0
-Users-alekdob-Desktop-Dev-Personal-meow---,0fe2bc03-dd3a-43e0-a8cf-c364d5417c24,cli,claude-opus-4-8,opus,109,109,279,84,0,99,0,115898,929812,6815043,70392024,10783,6804260,0.9104,101.6148,2026-06-05T10:33:39.757Z,2026-06-06T13:25:46.723Z,0
-Users-alekdob-Desktop-Dev-Personal-meow---,57310c23-98e8-4d4a-982c-3cb38cdddcc1,cli,claude-opus-4-8,opus,63,63,149,59,1,48,0,55084,203284,847544,16932338,0,847544,0.9494,19.1208,2026-06-07T08:25:53.061Z,2026-06-07T09:46:33.317Z,0
-Users-alekdob-Desktop-Dev-Personal-meow---,69a513b7-12a7-40a2-ac59-1cf24dfc0adb,cli,claude-opus-4-8,opus,55,55,135,51,1,42,0,109040,154565,710758,13321562,0,710758,0.942,15.5123,2026-06-07T12:23:20.926Z,2026-06-07T13:43:47.610Z,0
-Users-alekdob-Desktop-Dev-Personal-meow---,e8375fbe-31d2-4383-9a37-c636f42f5456,cli,claude-opus-4-8,opus,121,121,254,118,6,69,0,155094,1080792,5925342,65862300,0,5925342,0.9155,97.7598,2026-06-04T14:06:30.582Z,2026-06-05T16:51:05.448Z,0
-Users-alekdob-Desktop-Dev-Personal-nami,d3f7a7de-2f20-4354-a3e1-c2980e4a387c,cli,claude-opus-4-8,opus,50,50,119,46,0,33,0,49894,97592,265477,8504918,0,265477,0.9642,8.601,2026-06-07T13:45:45.782Z,2026-06-07T14:26:31.085Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-3,8c8987b2-a7b9-42ad-93a2-9faefce0f4a8,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,13370,5,26023,0,0,26023,0.0,0.2296,2026-06-28T09:13:25.160Z,2026-06-28T09:13:28.648Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-3,af319fd6-33a8-4852-b1d0-a3359566fe48,quack,claude-opus-4-8,opus,213,213,487,200,5,150,0,168001,603608,2206683,102706624,0,2206683,0.9774,81.0753,2026-06-28T07:38:43.831Z,2026-06-28T09:38:21.736Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-3,ca285ecc-5dd5-4ea0-b01c-503fff2a78eb,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,13169,5,8088,14846,0,8088,0.4112,0.1239,2026-06-28T09:14:30.916Z,2026-06-28T09:14:34.785Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,1232b057-c2c5-4548-a2ee-6ac6eabd8b34,cli,claude-opus-4-8,opus,47,47,102,34,2,32,0,45621,113000,483781,7706433,0,483781,0.9357,9.93,2026-06-02T07:07:52.003Z,2026-06-02T08:08:49.510Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,2bebcd6a-92c5-4e23-bc1d-5ec10b66e6a5,cli,claude-opus-4-8,opus,19,19,36,16,1,9,0,38383,20135,329583,1712467,0,329583,0.8231,3.6114,2026-06-01T08:21:28.538Z,2026-06-01T08:45:01.964Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,636ab333-3fbf-471e-987d-fc0e3a61f6ff,cli,claude-opus-4-8,opus,7,7,13,4,0,5,0,37511,11550,220077,420140,0,220077,0.6199,2.0619,2026-06-01T07:24:53.890Z,2026-06-01T07:32:28.619Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,7a99c10e-3df1-47ce-a890-844264ddc682,cli,claude-opus-4-8,opus,35,35,77,31,4,24,0,59752,73165,202209,6099546,0,202209,0.9588,6.4415,2026-06-02T07:14:11.681Z,2026-06-02T07:52:08.669Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,830e91a5-c3de-4b1e-920c-a5f21546fa82,cli,claude-opus-4-8,opus,55,55,104,48,0,26,0,67435,166133,556773,11380458,0,556773,0.948,13.6606,2026-06-01T12:59:26.208Z,2026-06-01T13:53:09.689Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,83b42031-9236-40cb-80af-e02eaec80e93,cli,claude-opus-4-8,opus,11,11,20,8,0,4,0,37963,9599,216653,1399764,0,216653,0.8461,2.4838,2026-06-01T07:02:14.354Z,2026-06-01T07:29:05.900Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,8f14716a-4406-4cc8-916f-7b3e732c8871,cli,claude-opus-4-8,opus,37,37,75,34,0,21,0,58199,84681,305309,5219552,0,305309,0.9349,6.926,2026-06-01T15:38:21.616Z,2026-06-01T16:14:17.383Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,af353b48-a06e-4fc1-9b6e-d08c624becc3,cli,claude-opus-4-8,opus,210,210,459,193,11,127,0,203216,570844,3381737,83503500,0,3381737,0.9588,78.1748,2026-05-30T09:40:20.542Z,2026-05-31T12:08:08.176Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,dd87e040-aeb2-4926-9efc-3d03b2eaa299,cli,claude-opus-4-8,opus,455,455,907,388,7,272,0,333664,1360411,4083780,212095919,0,4083780,0.9796,167.2502,2026-05-29T06:39:18.563Z,2026-05-29T16:39:47.183Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-app,f0b64ef2-7830-4dab-b9f0-0f923b273d89,cli,claude-opus-4-8,opus,12,12,25,10,1,8,0,37667,12494,162747,1117602,0,162747,0.8479,2.0767,2026-06-01T07:00:22.228Z,2026-06-01T07:06:40.884Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,105001ae-91d6-4e4b-a8a5-3ac7e5022a5f,cli,,opus-fallback,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2026-06-23T07:58:07.778Z,2026-06-23T07:58:07.778Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,1460d5e7-becc-43d2-9b62-3ed7e7ddcc6d,cli,claude-opus-4-8,opus,235,235,522,196,2,166,0,72042,707763,2530066,124858500,0,2530066,0.9796,96.2964,2026-06-19T10:33:43.204Z,2026-06-19T15:24:33.419Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,5e297d41-c886-4b53-8ebd-8383b65c3e34,quack,claude-opus-4-8,opus,74,74,137,69,6,39,0,141225,154309,1961613,18435506,0,1961613,0.8976,26.0417,2026-06-23T10:35:18.482Z,2026-06-23T15:43:40.541Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,a7effd3c-a558-4a58-80d6-553000eba23b,cli,claude-opus-4-8,opus,73,73,149,72,2,36,0,67084,161803,548172,20489638,0,548172,0.9708,18.0514,2026-06-22T16:20:36.845Z,2026-06-22T17:02:51.111Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,c6d62186-e459-4617-b8cb-c83477db80a2,cli,claude-opus-4-8,opus,143,143,288,123,7,79,0,91875,437346,1343234,51985642,0,1343234,0.9731,45.7811,2026-06-19T11:19:06.343Z,2026-06-19T13:46:34.284Z,0
-Users-alekdob-Desktop-Dev-Personal-quack-studio-code,e6d0c23a-7003-4b21-a8f4-1549e4cc427d,quack,claude-opus-4-8,opus,25,25,47,19,1,13,0,28204,35920,125088,2881099,0,125088,0.9495,3.2614,2026-06-22T15:30:31.470Z,2026-06-22T15:42:40.420Z,0
-Users-alekdob-Desktop-Dev-Personal-quackagency-website,2f136a6d-87bf-4853-92c3-ce3294d9090c,cli,claude-opus-4-8,opus,35,35,65,33,0,18,0,47905,44168,150917,4777543,0,150917,0.96,4.6757,2026-06-28T07:29:42.913Z,2026-06-28T07:35:06.688Z,0
-Users-alekdob-Desktop-Dev-Personal-roberta-tarricone,1b4f6061-1b08-4d98-a197-8f8235960158,cli,claude-opus-4-8,opus,1,1,2,0,0,1,0,29204,956,20064,35556,0,20064,0.4192,0.3131,2026-06-23T15:29:25.348Z,2026-06-23T15:29:38.658Z,0
-Users-alekdob-Desktop-Dev-Personal-roberta-tarricone,ae3387a5-b76c-4020-9a96-c660ad896755,cli,claude-fable-5,opus-fallback,21,21,35,16,0,15,0,47629,50232,143203,2072551,0,143203,0.9157,3.4252,2026-06-12T16:52:42.188Z,2026-06-12T16:58:10.748Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship,14d76c6d-83a3-4d4a-a305-43727cf45c8f,cli,claude-opus-4-8,opus,13,13,25,11,3,8,0,59417,23915,423874,1077296,0,423874,0.6903,4.0828,2026-06-01T12:11:36.667Z,2026-06-01T12:17:24.835Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,020b4fa6-cd59-4f1d-a663-f97c7b7f5b43,cli,claude-opus-4-8,opus,431,431,850,414,6,226,0,483149,1614889,7216646,275244441,0,7216646,0.9728,225.5142,2026-06-03T12:33:39.103Z,2026-06-03T17:02:54.982Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,06017662-07b8-4ca1-bfba-008b2d95a5a7,cli,claude-opus-4-8,opus,16,16,34,15,0,10,0,116122,33816,250265,1991718,0,250265,0.8446,3.986,2026-06-03T08:55:28.068Z,2026-06-03T09:49:04.964Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0a4742dd-cfef-45db-9692-76a44031c412,cli,claude-opus-4-8,opus,3,3,5,0,0,2,0,27343,3532,166568,109562,0,166568,0.361,1.3208,2026-06-28T12:35:55.714Z,2026-06-28T13:52:24.980Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0ab3a3f6-57b3-45e3-a7e0-15291d0c79d8,cli,claude-opus-4-8,opus,143,143,257,128,0,57,0,147582,438848,1945218,46863493,0,1945218,0.9573,47.2985,2026-06-03T16:21:12.714Z,2026-06-03T17:33:11.728Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0ac3b8b3-966f-4f80-8249-10630501d657,cli,claude-fable-5,opus-fallback,479,479,815,453,6,268,0,308216,1011156,11904436,222337564,0,11904436,0.9479,212.3915,2026-06-10T10:15:00.491Z,2026-06-10T15:37:43.956Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0b2b0455-8d72-4671-a71f-eeea83e4fa9a,cli,claude-opus-4-8,opus,104,104,198,90,2,52,0,67674,222529,482914,23755785,0,482914,0.9773,20.7977,2026-06-02T10:07:56.762Z,2026-06-02T11:24:09.822Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0c06d47a-bd24-4aad-a23b-ec364d4fe3f0,cli,claude-opus-4-8,opus,2,2,5,1,1,2,0,40123,2433,101245,135228,0,101245,0.4889,0.9618,2026-06-28T14:26:29.966Z,2026-06-28T14:28:28.287Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,0fd1e9af-d91e-47ba-8275-bb4e035a5647,cli,claude-opus-4-8,opus,52,52,88,48,0,16,0,59128,46254,204849,6748637,0,204849,0.9624,6.1066,2026-06-01T12:37:02.324Z,2026-06-01T12:47:04.001Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,142e101a-5545-4ce8-bd6c-0fef4190c93a,cli,claude-opus-4-8,opus,126,126,221,122,1,47,0,152103,337231,748185,36977170,0,748185,0.9762,32.356,2026-06-03T12:43:55.399Z,2026-06-03T13:37:29.255Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,15e990f2-f610-4252-9bda-77303b48e1de,cli,claude-opus-4-8,opus,81,81,155,79,1,36,0,169712,285139,674662,20997485,0,674662,0.9613,22.6924,2026-06-03T12:37:48.200Z,2026-06-03T13:37:07.161Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,177994ed-a942-49a6-a348-c4c03631a11b,cli,claude-opus-4-8,opus,21,21,34,18,0,9,0,30131,21974,349961,1882016,0,349961,0.832,3.8283,2026-06-28T11:52:15.958Z,2026-06-28T11:59:17.899Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,1ba0c9b2-79e0-471e-bb45-18e30a921f31,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,12494,308,15745,17852,0,15745,0.3873,0.1775,2026-06-01T14:34:53.241Z,2026-06-01T14:34:59.951Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,25fdf16b-e357-4b76-bce1-ff6c197c08f3,cli,claude-opus-4-8,opus,539,539,816,510,6,235,0,1781785,13789753,47324227,130466164,0,47324227,0.7265,714.6623,2026-05-31T08:28:51.982Z,2026-05-31T15:26:44.936Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,277be51e-0a73-4bf7-b548-2c6482e5ab0c,cli,claude-opus-4-8,opus,108,108,220,96,0,59,0,105805,392752,631044,34881399,0,631044,0.9793,31.7325,2026-06-03T14:10:52.722Z,2026-06-03T15:04:32.203Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,289b5a64-407b-4d4c-af72-2a4044559ae6,cli,claude-opus-4-8,opus,559,559,949,534,12,180,0,500994,1007793,5151075,267185466,0,5151075,0.9793,193.4867,2026-06-02T09:52:06.208Z,2026-06-03T11:17:29.334Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,28dc2ee2-5ecb-4ccf-bcb1-fdefd2e25575,cli,claude-fable-5,opus-fallback,13,13,19,9,1,9,0,47084,20257,150988,1100004,0,150988,0.8474,2.2355,2026-06-10T13:08:32.339Z,2026-06-10T13:15:52.790Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,2d36fb48-9e25-4ce7-9d19-d7c396ff78f2,cli,claude-opus-4-8,opus,222,222,457,202,0,129,0,74922,346817,5787160,83581274,260,5786900,0.9345,87.0054,2026-06-08T16:21:06.236Z,2026-06-08T17:37:56.228Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,3534dddd-d70f-4d8d-9383-0d4fb395bd6f,cli,claude-opus-4-8,opus,72,72,133,39,0,40,0,39313,70680,1056718,9550094,0,1056718,0.897,13.3431,2026-06-04T09:10:17.971Z,2026-06-04T20:22:01.144Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,35c7593f-3b61-4fb2-b276-bea2a980e9e7,cli,claude-opus-4-8,opus,370,370,670,343,6,163,0,321059,667097,2043640,165099615,0,2043640,0.9859,113.6053,2026-06-01T15:37:19.744Z,2026-06-02T10:19:55.816Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,3b12392d-9c61-4308-800b-248599c8dbfb,cli,claude-fable-5,opus-fallback,179,179,284,164,0,105,0,69156,117895,675259,39419998,0,675259,0.9815,27.2235,2026-06-10T12:54:11.598Z,2026-06-10T14:08:32.446Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,3f2215b6-0284-416a-936c-4cab2cf67d64,cli,claude-opus-4-8,opus,2,2,4,1,1,2,0,26750,2946,114142,82160,0,114142,0.3683,0.9619,2026-06-28T14:07:17.964Z,2026-06-28T14:08:41.829Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,41446cd5-00bb-4616-944f-5eb7f2829a85,cli,claude-opus-4-8,opus,128,128,216,111,2,51,0,105212,117758,1053343,25045399,0,1053343,0.9558,22.5761,2026-05-31T07:41:08.951Z,2026-05-31T10:06:06.722Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,4251c5dc-8c38-49cc-9864-f73b05385a7c,cli,claude-opus-4-8,opus,87,87,180,79,0,42,0,63381,196493,377346,17862545,0,377346,0.9759,16.5189,2026-06-01T14:10:06.339Z,2026-06-01T14:47:39.852Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,4700ccb3-ecd7-42d4-804c-217043126ab0,cli,claude-opus-4-8,opus,168,168,321,157,3,78,0,66171,369302,1433087,51671901,0,1433087,0.9718,44.3561,2026-06-03T17:14:34.703Z,2026-06-04T09:12:48.658Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,48c0a3cf-106d-40a9-a566-e72db54ee265,cli,claude-opus-4-8,opus,599,599,1012,573,12,191,0,490796,1075846,3614887,307886733,0,3614887,0.9868,205.8865,2026-06-02T09:52:06.208Z,2026-06-03T11:48:02.900Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,4f751d51-631c-490d-8c2b-ae7b42743d82,cli,claude-opus-4-8,opus,76,76,143,69,1,34,0,56854,95982,286309,13454829,0,286309,0.9751,11.2007,2026-06-02T09:10:22.609Z,2026-06-02T09:34:23.547Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,56f42f4e-e33c-498a-9ed4-69429359a78d,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,13170,5,22404,14846,0,22404,0.2944,0.2134,2026-06-28T09:37:39.470Z,2026-06-28T09:37:42.162Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,60992309-b7c9-4d6d-8a31-aeeef2656157,cli,claude-fable-5,opus-fallback,83,83,116,76,0,30,0,48151,31627,639494,10612524,0,639494,0.9391,10.3345,2026-06-10T10:20:13.564Z,2026-06-10T10:58:33.223Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,638470ce-330d-4aa9-a664-11693de4b638,cli,claude-opus-4-8,opus,324,324,619,298,9,159,0,245903,762506,5548917,113710584,0,5548917,0.9515,111.8282,2026-06-12T10:08:22.353Z,2026-06-15T12:43:44.945Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,6c61e179-ba35-4aea-9fd4-a643a720a6a1,cli,claude-opus-4-8,opus,506,506,975,478,4,249,0,389441,996660,3636222,245119572,0,3636222,0.9838,172.1499,2026-06-03T07:45:13.600Z,2026-06-03T13:35:11.354Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,6ca1f8eb-af76-4a24-ab0c-45006f3677e0,cli,claude-opus-4-8,opus,130,130,291,123,0,81,0,128178,408642,2481475,50081468,0,2481475,0.9505,51.4069,2026-06-15T12:28:03.589Z,2026-06-15T16:18:35.550Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,6ea5bce5-ce23-44ad-a972-e4bd4492b7d4,cli,claude-opus-4-8,opus,60,60,97,54,2,18,0,44374,80807,522483,8603909,0,522483,0.9382,9.8095,2026-05-31T15:26:19.468Z,2026-05-31T17:07:14.794Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,71e0fe8d-9140-414d-b858-9c0bc1374982,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,13159,175,22965,16310,0,22965,0.3111,0.2219,2026-06-28T09:39:17.065Z,2026-06-28T09:39:22.523Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,7223266c-80d4-4e50-bd23-ffe95c19a265,cli,claude-opus-4-8,opus,51,51,78,49,2,16,0,70166,44932,317869,5479403,0,317869,0.9339,6.2005,2026-05-31T11:59:09.740Z,2026-05-31T12:08:21.181Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,726344cd-4865-4804-bfeb-ceffcbe7831e,cli,claude-opus-4-8,opus,1019,1019,2018,945,4,538,0,399296,2061090,29287836,580390412,0,29287836,0.9513,526.7679,2026-06-07T13:58:12.787Z,2026-06-08T16:32:08.779Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,7f8f1676-bdb5-4e6a-bf12-07b4c0eec2a6,cli,claude-opus-4-8,opus,5,5,9,4,0,2,0,46692,2351,147864,332567,0,147864,0.6309,1.3827,2026-06-04T08:24:32.470Z,2026-06-04T08:25:04.258Z,0
